dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores
ecoli-0_vs_1.dat; NO SELECTION; 7; 220; 0.9545454545454546; 0.9671052631578947; 1.0; 0.9342105263157895; 0.9659863945578232; (0.9342105263157895,0.0,1.0); [[71,0],[5,34]]; ['all']
ecoli-0_vs_1.dat; ANOVA; 1; 220; 0.9818181818181818; 0.9863013698630136; 1.0; 0.9726027397260274; 0.9861111111111112; (0.9726027397260274,0.0,1.0); [[71,0],[2,37]]; [5]
ecoli-0_vs_1.dat; RELIEF; 1; 220; 0.9818181818181818; 0.9863013698630136; 1.0; 0.9726027397260274; 0.9861111111111112; (0.9726027397260274,0.0,1.0); [[71,0],[2,37]]; [5]
ecoli-0_vs_1.dat; INFORATION GAIN; 1; 220; 0.9818181818181818; 0.9863013698630136; 1.0; 0.9726027397260274; 0.9861111111111112; (0.9726027397260274,0.0,1.0); [[71,0],[2,37]]; [5]
ecoli-0_vs_1.dat; CHI SQUARE; 1; 220; 0.9818181818181818; 0.9863013698630136; 1.0; 0.9726027397260274; 0.9861111111111112; (0.9726027397260274,0.0,1.0); [[71,0],[2,37]]; [5]
ecoli-0_vs_1.dat; CORRELATION COEF; 2; 220; 0.9636363636363636; 0.9733333333333334; 1.0; 0.9466666666666667; 0.9726027397260273; (0.9466666666666667,0.0,1.0); [[71,0],[4,35]]; [5,6]
ecoli1.dat; NO SELECTION; 7; 336; 0.8690476190476191; 0.857062937062937; 0.5384615384615384; 0.84; 0.6562499999999999; (0.84,0.1258741258741259,0.8741258741258742); [[21,18],[4,125]]; ['all']
ecoli1.dat; ANOVA; 1; 336; 0.8452380952380952; 0.7869670152855994; 0.8717948717948718; 0.6181818181818182; 0.723404255319149; (0.6181818181818182,0.04424778761061947,0.9557522123893806); [[34,5],[21,108]]; [5]
ecoli1.dat; RELIEF; 1; 336; 0.8452380952380952; 0.7869670152855994; 0.8717948717948718; 0.6181818181818182; 0.723404255319149; (0.6181818181818182,0.04424778761061947,0.9557522123893806); [[34,5],[21,108]]; [5]
ecoli1.dat; INFORATION GAIN; 1; 336; 0.8452380952380952; 0.7869670152855994; 0.8717948717948718; 0.6181818181818182; 0.723404255319149; (0.6181818181818182,0.04424778761061947,0.9557522123893806); [[34,5],[21,108]]; [5]
ecoli1.dat; CHI SQUARE; 1; 336; 0.8452380952380952; 0.7869670152855994; 0.8717948717948718; 0.6181818181818182; 0.723404255319149; (0.6181818181818182,0.04424778761061947,0.9557522123893806); [[34,5],[21,108]]; [5]
ecoli1.dat; CORRELATION COEF; 6; 336; 0.8571428571428571; 0.7971188475390156; 0.8205128205128205; 0.6530612244897959; 0.7272727272727272; (0.6530612244897959,0.058823529411764705,0.9411764705882353); [[32,7],[17,112]]; [1,2,3,4,5,6]
ecoli2.dat; NO SELECTION; 7; 336; 0.9404761904761905; 0.886240520043337; 0.8076923076923077; 0.8076923076923077; 0.8076923076923077; (0.8076923076923077,0.035211267605633804,0.9647887323943662); [[21,5],[5,137]]; ['all']
ecoli2.dat; ANOVA; 5; 336; 0.9464285714285714; 0.9140929535232384; 0.7692307692307693; 0.8695652173913043; 0.8163265306122449; (0.8695652173913043,0.041379310344827586,0.9586206896551724); [[20,6],[3,139]]; [0,1,2,4,6]
ecoli2.dat; RELIEF; 6; 336; 0.9404761904761905; 0.886240520043337; 0.8076923076923077; 0.8076923076923077; 0.8076923076923077; (0.8076923076923077,0.035211267605633804,0.9647887323943662); [[21,5],[5,137]]; [0,1,2,4,5,6]
ecoli2.dat; INFORATION GAIN; 5; 336; 0.9345238095238095; 0.8711583924349882; 0.8076923076923077; 0.7777777777777778; 0.7924528301886792; (0.7777777777777778,0.03546099290780142,0.9645390070921985); [[21,5],[6,136]]; [0,1,4,5,6]
ecoli2.dat; CHI SQUARE; 5; 336; 0.9464285714285714; 0.9140929535232384; 0.7692307692307693; 0.8695652173913043; 0.8163265306122449; (0.8695652173913043,0.041379310344827586,0.9586206896551724); [[20,6],[3,139]]; [0,1,2,4,6]
ecoli2.dat; CORRELATION COEF; 6; 336; 0.9285714285714286; 0.8715277777777777; 0.7307692307692307; 0.7916666666666666; 0.76; (0.7916666666666666,0.04861111111111111,0.9513888888888888); [[19,7],[5,137]]; [1,2,3,4,5,6]
ecoli3.dat; NO SELECTION; 7; 336; 0.9404761904761905; 0.8701298701298701; 0.6111111111111112; 0.7857142857142857; 0.6875000000000001; (0.7857142857142857,0.045454545454545456,0.9545454545454546); [[11,7],[3,147]]; ['all']
ecoli3.dat; ANOVA; 5; 336; 0.9404761904761905; 0.891025641025641; 0.5555555555555556; 0.8333333333333334; 0.6666666666666667; (0.8333333333333334,0.05128205128205128,0.9487179487179487); [[10,8],[2,148]]; [0,1,4,5,6]
ecoli3.dat; RELIEF; 6; 336; 0.9404761904761905; 0.8701298701298701; 0.6111111111111112; 0.7857142857142857; 0.6875000000000001; (0.7857142857142857,0.045454545454545456,0.9545454545454546); [[11,7],[3,147]]; [0,1,2,4,5,6]
ecoli3.dat; INFORATION GAIN; 6; 336; 0.9404761904761905; 0.891025641025641; 0.5555555555555556; 0.8333333333333334; 0.6666666666666667; (0.8333333333333334,0.05128205128205128,0.9487179487179487); [[10,8],[2,148]]; [0,1,3,4,5,6]
ecoli3.dat; CHI SQUARE; 5; 336; 0.9404761904761905; 0.891025641025641; 0.5555555555555556; 0.8333333333333334; 0.6666666666666667; (0.8333333333333334,0.05128205128205128,0.9487179487179487); [[10,8],[2,148]]; [0,1,4,5,6]
ecoli3.dat; CORRELATION COEF; 1; 336; 0.8988095238095238; 0.9491017964071856; 0.05555555555555555; 1.0; 0.10526315789473684; (1.0,0.10179640718562874,0.8982035928143712); [[1,17],[0,150]]; [6]
glass0.dat; NO SELECTION; 9; 214; 0.8037383177570093; 0.7775987107171636; 0.6857142857142857; 0.7058823529411765; 0.6956521739130436; (0.7058823529411765,0.1506849315068493,0.8493150684931506); [[24,11],[10,62]]; ['all']
glass0.dat; ANOVA; 2; 214; 0.8130841121495327; 0.7884331116038433; 0.8; 0.6829268292682927; 0.736842105263158; (0.6829268292682927,0.10606060606060606,0.8939393939393939); [[28,7],[13,59]]; [2,3]
glass0.dat; RELIEF; 7; 214; 0.8037383177570093; 0.7775987107171636; 0.6857142857142857; 0.7058823529411765; 0.6956521739130436; (0.7058823529411765,0.1506849315068493,0.8493150684931506); [[24,11],[10,62]]; [1,2,3,4,5,6,7]
